condition,variant,method,k,profile_id,name,gender,birth_year,cultural_background,hometown,life_events,rank,song,artist,year,relevance_reason,biographical_precision_1_5,cultural_appropriateness_1_5,notes
C_dense_k20,C,dense,20,P031,Eloise Johnson,Female,1942,African American,"Atlanta, Georgia",1959: Started working as a seamstress at a local factory | 1965: Participated in Civil Rights marches in Atlanta | 1970: Married and started a family with two children | 1978: Became a member of the local church choir | 1985: Lost husband to a workplace accident,9,The Night The Lights Went Out In Georgia,Vicki Lawrence,1973,"This song's title and story connect directly to Eloise's roots in Georgia, adding a narrative element to her playlist.",,,
C_dense_k20,C,dense,20,P031,Eloise Johnson,Female,1942,African American,"Atlanta, Georgia",1959: Started working as a seamstress at a local factory | 1965: Participated in Civil Rights marches in Atlanta | 1970: Married and started a family with two children | 1978: Became a member of the local church choir | 1985: Lost husband to a workplace accident,10,Got To Give It Up (Pt. I),Marvin Gaye,1977,"A danceable track by Marvin Gaye, which might remind Eloise of social gatherings and celebrations in her community.",,,
C_dense_k20,C,dense,20,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,1,I Am Woman,Helen Reddy,1973,"This song is a powerful anthem for women's empowerment, which aligns with Elena's involvement in a women's rights group in 1973.",,,
C_dense_k20,C,dense,20,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,2,Wedding Bell Blues,The 5th Dimension,1969,"Released during a significant time in Elena's life, this song may resonate with her experiences of love and relationships.",,,
C_dense_k20,C,dense,20,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,3,Mother And Child Reunion,Paul Simon,1972,"This song can evoke memories of motherhood, as Elena became a mother in 1969.",,,
C_dense_k20,C,dense,20,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,4,"Woman, Woman",The Union Gap Featuring Gary Puckett,1968,"Reflects themes of love and understanding, possibly resonating with Elena's personal experiences during her marriage.",,,
C_dense_k20,C,dense,20,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,5,The Night They Drove Old Dixie Down,Joan Baez,1971,"This song was popular around the time Elena opened her tailor shop, marking a new chapter in her life.",,,
C_dense_k20,C,dense,20,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,6,Lady Madonna,The Beatles,1968,The song's themes of motherhood and daily life may resonate with Elena's experience as a single parent.,,,
C_dense_k20,C,dense,20,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,7,Mama Said,The Shirelles,1961,This song could remind Elena of her early adulthood and the wisdom passed down from her own mother.,,,
C_dense_k20,C,dense,20,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,8,At Seventeen,Janis Ian,1975,The song's introspective lyrics might connect with Elena's personal journey and growth.,,,
C_dense_k20,C,dense,20,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,9,All By Myself,Eric Carmen,1976,Reflects the emotional challenges Elena may have faced as a single parent.,,,
C_dense_k20,C,dense,20,P102,Elena Martinez,Female,1950,Mexican American,"San Antonio, Texas",1967: Started working as a seamstress | 1969: Gave birth to her first daughter | 1973: Became active in a local women's rights group | 1977: Divorced and raised her children as a single parent | 1980: Opened a small tailor shop,10,Mexican Hat Rock,The Applejacks,1958,This instrumental piece connects to Elena's cultural background and may evoke memories of traditional dances.,,,
C_dense_k20,C,dense,20,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",1,The Battle Of New Orleans,Johnny Horton,1959,"This song is a fun and lively tune about New Orleans, connecting to Ngo Thi Pham's hometown and potentially evoking memories of her early years in the city.",,,
C_dense_k20,C,dense,20,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",2,Way Down Yonder In New Orleans,Freddie Cannon,1960,"As a song about New Orleans, it can evoke nostalgic feelings of home and familiarity, tying into her cultural and geographic background.",,,
C_dense_k20,C,dense,20,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",3,When The Saints Go Marching In,Fats Domino,1959,A classic New Orleans jazz song that might remind her of cultural festivals she organized and her community involvement.,,,
C_dense_k20,C,dense,20,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",4,Lady Madonna,The Beatles,1968,"This song was popular during her early years in the US, potentially resonating with her experiences as a working woman and mother figure.",,,
C_dense_k20,C,dense,20,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",5,(Just Like) Starting Over,John Lennon,1981,"Released around the time she opened her tailoring shop, symbolizing new beginnings and her entrepreneurial spirit.",,,
C_dense_k20,C,dense,20,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",6,Like A Prayer,Madonna,1989,"A song from the year she became active in cultural festivals, possibly reflecting her vibrant community life and personal empowerment.",,,
C_dense_k20,C,dense,20,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",7,Celebration,Kool & The Gang,1981,"An upbeat song that could be linked to her wedding or community celebrations, bringing joyful memories.",,,
C_dense_k20,C,dense,20,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",8,Signs,Five Man Electrical Band,1971,"Popular during her early years in the US, potentially resonating with her experiences of adapting to a new culture and environment.",,,
C_dense_k20,C,dense,20,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",9,I'm Gonna Get Married,Lloyd Price,1959,"This song can evoke memories of her marriage to Quang, a significant life event.",,,
C_dense_k20,C,dense,20,P099,Ngo Thi Pham,Female,1945,Vietnamese American,"New Orleans, Louisiana","1975: Immigrated to the US after the fall of Saigon | 1977: Worked as a seamstress to support her family | 1980: Opened a small tailoring shop in her community | 1982: Got married to a fellow immigrant, Quang | 1989: Became active in organizing cultural festivals",10,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,1959,A romantic song that might remind her of her wedding day and the love she shares with her husband.,,,
C_dense_k20,C,dense,20,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,1,Come Together/Something,The Beatles,1969,"This song was released during Fernando's early years in Chicago, a significant time when he moved for work and got married. The Beatles were globally influential, and their music was likely part of his life soundtrack during these pivotal years.",,,
C_dense_k20,C,dense,20,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,2,Saturday In The Park,Chicago,1972,"The band Chicago shares the name of Fernando's hometown, and this song evokes the vibrant city life and community events he might have experienced after moving there.",,,
C_dense_k20,C,dense,20,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,3,Wedding Bell Blues,The 5th Dimension,1969,"Released the same year Fernando got married, this song can evoke memories of his wedding and the joy of starting a life with his high school sweetheart.",,,
C_dense_k20,C,dense,20,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,4,Let It Be,The Beatles,1970,"A timeless classic that might have provided comfort during challenging times, such as when Fernando was laid off in 1984.",,,
C_dense_k20,C,dense,20,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,5,Just You 'n' Me,Chicago,1973,This song by the band Chicago could resonate with Fernando's experiences in the city and his involvement in community and church activities.,,,
C_dense_k20,C,dense,20,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,6,Dominique,The Singing Nun (Soeur Sourire),1964,"Although not directly tied to his cultural background, this song's international popularity might have been part of the diverse musical landscape Fernando experienced.",,,
C_dense_k20,C,dense,20,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,7,Wild Thing,The Troggs,1966,"Released the year Fernando moved to Chicago, this energetic song could remind him of the excitement and change during that period.",,,
C_dense_k20,C,dense,20,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,8,The Night Chicago Died,Paper Lace,1974,"Though fictional, this song's title and themes might resonate with Fernando's life in Chicago and his connection to the city's history.",,,
C_dense_k20,C,dense,20,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,9,We've Only Just Begun,Carpenters,1970,This song could evoke the optimism and new beginnings Fernando experienced when he started his job as a bus driver in 1987.,,,
C_dense_k20,C,dense,20,P078,Fernando De la Cruz,Male,1948,Dominican American,"Chicago, Illinois",1966: Moved to Chicago for manufacturing job | 1969: Married high school sweetheart | 1976: Became involved in local church activities | 1984: Laid off during economic downturn | 1987: Started new job as a bus driver,10,I Get Around,The Beach Boys,1964,A fun and upbeat song that might remind Fernando of his youth and the carefree moments before significant life changes.,,,
C_dense_k20,C,dense,20,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,1,Chapel Of Love,The Dixie Cups,1964,"This song is from Dolores's reminiscence bump period and relates to her marriage in 1961, a significant life event.",,,
C_dense_k20,C,dense,20,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,2,Poor Side Of Town,Johnny Rivers,1966,"This song was popular during the time Dolores was active in her community and church choir, reflecting themes of community and resilience.",,,
C_dense_k20,C,dense,20,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,3,I'm Gonna Get Married,Lloyd Price,1959,"This song predates Dolores's marriage, capturing the excitement and anticipation of that period in her life.",,,
C_dense_k20,C,dense,20,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,4,El Paso,Marty Robbins,1960,"As a Texan, Dolores might have a connection to this song's setting and storytelling style, which was popular during her young adulthood.",,,
C_dense_k20,C,dense,20,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,5,Crying In The Chapel,Elvis Presley With The Jordanaires,1965,This song ties into Dolores's involvement with the church choir and her spiritual community activities.,,,
C_dense_k20,C,dense,20,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,6,The Wedding,June Valli,1960,Reflects the era of Dolores's marriage and can evoke memories of her wedding day.,,,
C_dense_k20,C,dense,20,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,7,Wedding Bell Blues,The 5th Dimension,1969,"Although released later, this song's theme of marriage resonates with Dolores's life events.",,,
C_dense_k20,C,dense,20,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,8,Delta Dawn,Helen Reddy,1973,This song was popular during a period of personal loss for Dolores and may evoke memories of her resilience.,,,
C_dense_k20,C,dense,20,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,9,Dominique,The Singing Nun (Soeur Sourire),1964,This song's religious themes may connect with Dolores's church involvement and spiritual life.,,,
C_dense_k20,C,dense,20,P171,Dolores Santos,Female,1940,Mexican American,"San Antonio, TX",1955: Started working as a seamstress in a local factory | 1961: Married and moved to a small house on the West Side | 1966: Joined the church choir and became a prominent community volunteer | 1972: Helped organize a local 'Day of the Dead' celebration | 1980: Lost her husband to a workplace accident,10,Red River Rock,Johnny And The Hurricanes,1959,This instrumental hit might remind Dolores of the vibrant music scene during her youth in Texas.,,,
C_dense_k20,C,dense,20,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,1,The Ballad Of The Green Berets,SSgt Barry Sadler,1966,"This song was a major hit during the Vietnam War, a significant period in James's life when he was drafted. It may evoke memories of his time in the military.",,,
C_dense_k20,C,dense,20,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,2,Soul Man,Sam & Dave,1967,"Released during James's young adulthood, this classic soul song might resonate with his cultural experiences and the music popular during his formative years.",,,
C_dense_k20,C,dense,20,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,3,We Can Work It Out,The Beatles,1966,"The Beatles were a defining band of the 1960s, and this song could remind James of the cultural backdrop of his early adult years.",,,
C_dense_k20,C,dense,20,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,4,War,Edwin Starr,1970,This song's anti-war message might resonate with James's experiences and feelings about his time in the Vietnam War.,,,
C_dense_k20,C,dense,20,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,5,Wedding Bell Blues,The 5th Dimension,1969,"This song might remind James of his wedding in 1973, a significant life event, and the joy of marrying his childhood sweetheart.",,,
C_dense_k20,C,dense,20,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,6,Walk Like A Man,The 4 Seasons,1963,"This upbeat song was popular just before James graduated high school, potentially bringing back memories of his teenage years.",,,
C_dense_k20,C,dense,20,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,7,Sweet Little Rock And Roller,Chuck Berry,1958,"Chuck Berry's music was influential during James's teenage years, and this song might evoke memories of his early love for music.",,,
C_dense_k20,C,dense,20,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,8,Going Home,Kenny G,1990,"Though released later, the title and soothing melody might evoke feelings of comfort and nostalgia, connecting to his return from Vietnam and settling back into life.",,,
C_dense_k20,C,dense,20,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,9,Welcome Back,John Sebastian,1976,The theme of returning home in this song might resonate with James's experience of coming back from the war and reintegrating into civilian life.,,,
C_dense_k20,C,dense,20,P133,James Kowalski,Male,1946,Polish American,"Cleveland, Ohio",1964: Graduated high school and joined a local factory | 1966: Drafted into Vietnam War | 1971: Returned and took up woodworking | 1973: Married childhood sweetheart,10,Love Rollercoaster,Ohio Players,1976,"As an Ohio native, James might feel a connection to this band from his home state, and the song's energetic vibe could uplift his mood.",,,
C_dense_k20,C,dense,20,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,1,Keep On Truckin' (Part 1),Eddie Kendricks,1973,"This song connects to Robert's career as a truck driver, which began in 1971, making it a significant part of his life.",,,
C_dense_k20,C,dense,20,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,2,Convoy,C.W. McCall,1976,"This song is about trucking, directly relating to Robert's profession and possibly resonating with his experiences on the road.",,,
C_dense_k20,C,dense,20,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,3,Honky Tonk Women,The Rolling Stones,1969,"Released during Robert's reminiscence bump, this song was a major hit and could evoke memories from his young adulthood.",,,
C_dense_k20,C,dense,20,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,4,Little Green Apples,O.C. Smith,1968,"This song was popular during the time Robert was transitioning from mining to trucking, marking a significant life change.",,,
C_dense_k20,C,dense,20,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,5,Wedding Bell Blues,The 5th Dimension,1969,"This song was a hit during Robert's early adulthood, which may bring back memories of social events and relationships.",,,
C_dense_k20,C,dense,20,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,6,Limbo Rock,Chubby Checker,1963,"Released when Robert was 18, this song might remind him of his teenage years and social gatherings in Charleston.",,,
C_dense_k20,C,dense,20,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,7,Last Train To Clarksville,The Monkees,1966,"This song was popular during Robert's early twenties, a time when he was likely exploring new opportunities and friendships.",,,
C_dense_k20,C,dense,20,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,8,Hang On Sloopy,The McCoys,1965,"A hit during Robert's late teens, this song may evoke memories of his high school years and early adulthood.",,,
C_dense_k20,C,dense,20,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,9,Which Way You Goin' Billy?,The Poppy Family (Featuring Susan Jacks),1970,"This song was popular around the time Robert was training as a truck driver, marking a new chapter in his life.",,,
C_dense_k20,C,dense,20,P116,Robert Thompson,Male,1945,White American (Appalachian),"Charleston, West Virginia",1963: Worked in a coal mine after high school | 1968: Injured and forced to leave mining job | 1971: Trained as a truck driver | 1977: Purchased first home,10,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,1958,"This song, released during Robert's early teenage years, might bring back memories of his early life in West Virginia.",,,
C_dense_k20,C,dense,20,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,1,Come See About Me,The Supremes,1964,"This song was a hit during Pauline's early years in New York, a time when she was building her life and community. The Supremes' music is also part of the Motown sound that was popular in the 1960s, which she likely heard frequently.",,,
C_dense_k20,C,dense,20,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,2,Stop! In The Name Of Love,The Supremes,1965,"Another classic from The Supremes, this song would have been a significant part of the cultural landscape during Pauline's young adult years, especially as she met her husband through the local community.",,,
C_dense_k20,C,dense,20,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,3,Love Child,Diana Ross & The Supremes,1968,"Released the same year Pauline gave birth to her twin daughters, this song could evoke memories of becoming a mother and the emotions associated with that time.",,,
C_dense_k20,C,dense,20,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,4,Hotel Happiness,Brook Benton,1963,"Given Pauline's career in the hotel industry, this song might resonate with her professional life and the happiness she found in her work.",,,
C_dense_k20,C,dense,20,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,5,Mama Said,The Shirelles,1961,This song was popular when Pauline was adjusting to life in New York and might remind her of the advice and wisdom passed down from her family.,,,
C_dense_k20,C,dense,20,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,6,The Wedding,June Valli,1959,This song could bring back memories of Pauline's own wedding or the weddings of friends and family within her community.,,,
C_dense_k20,C,dense,20,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,7,Mother-In-Law,Ernie K-Doe,1961,"This humorous song might remind Pauline of family dynamics and relationships, especially as she became part of a new family through marriage.",,,
C_dense_k20,C,dense,20,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,8,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams,1959,"A romantic song that could evoke memories of love and commitment, perhaps related to her own marriage or those she attended.",,,
C_dense_k20,C,dense,20,P019,Pauline Deschamps,Female,1939,Haitian American,"New York, New York",1957: Immigrated to the US and settled in New York City | 1960: Started working as a hotel worker in Manhattan | 1964: Met husband through local Haitian community | 1968: Gave birth to twin daughters | 1975: Became supervisor at the hotel,9,Manhattan Spiritual,Reg Owen & His Orchestra,1959,"This instrumental piece reflects the vibrant spirit of New York City, where Pauline settled and built her life after immigrating.",,,
